user_cognitive,user_pedagogic_level,question,option,true_answer,ai_explained
1PAR,1,"Terdapat 12 spot parkir dengan kode 1 hingga 12 dengan ketentuan spot yang terisi sebagai berikut:

• Senin → 1, 3, 6, 9, 11
• Selasa → 1, 4, 10, 11, 12

Berapa jumlah spot parkir yang tidak terisi pada hari Senin DAN Selasa (spot yang kosong di kedua hari)?","A.
3

B.
6

C.
4

D.
5",C,"Hai! Ayo kita pecahkan soal parkir ini bersama-sama. Jangan khawatir, kita akan lakukan langkah demi langkah supaya kamu benar-benar paham, ya!

**1. Kenapa jawaban yang benar adalah 4?**

Bayangkan 12 kotak parkir yang berjejer, seperti ini: [1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11] [12].

*   **Senin:** Spot 1, 3, 6, 9, dan 11 terisi. Coba bayangkan kita beri warna merah pada kotak-kotak ini.
*   **Selasa:** Spot 1, 4, 10, 11, dan 12 terisi. Sekarang, beri warna biru pada kotak-kotak ini.

Kita mencari spot yang *tidak* terisi di kedua hari, artinya kita cari kotak yang *tidak* berwarna merah *dan* *tidak* berwarna biru.

Mari kita lihat satu per satu:

*   Kotak 1: Merah dan Biru (terisi di kedua hari)
*   Kotak 2: Tidak berwarna (kosong di kedua hari)
*   Kotak 3: Merah (terisi Senin, kosong Selasa)
*   Kotak 4: Biru (terisi Selasa, kosong Senin)
*   Kotak 5: Tidak berwarna (kosong di kedua hari)
*   Kotak 6: Merah (terisi Senin, kosong Selasa)
*   Kotak 7: Tidak berwarna (kosong di kedua hari)
*   Kotak 8: Tidak berwarna (kosong di kedua hari)
*   Kotak 9: Merah (terisi Senin, kosong Selasa)
*   Kotak 10: Biru (terisi Selasa, kosong Senin)
*   Kotak 11: Merah dan Biru (terisi di kedua hari)
*   Kotak 12: Biru (terisi Selasa, kosong Senin)

Jadi, kotak yang kosong di kedua hari adalah nomor 2, 5, 7, dan 8. Ada 4 kotak, kan? Itulah kenapa jawabannya adalah 4!

**2. Hubungan dengan konsep yang lebih luas**

Soal ini melatih kemampuanmu untuk membandingkan informasi dan mencari irisan (bagian yang sama) dan komplemen (bagian yang berbeda) dari dua kelompok data."
1PAR,1,"Ali mengumpulkan sejumlah batang kayu dengan panjang 10m dan ingin memberikan batang kayu dengan jumlah sesedikit mungkin kepada Joni.

Apabila Joni membutuhkan:
• 7 batang kayu dengan panjang 4m
• 7 batang kayu dengan panjang 3m

Berapa banyak kayu 10m paling sedikit yang perlu dikumpulkan oleh Ali?","A.
5

B.
6

C.
7

D.
8",B,"Hai! Mari kita pecahkan soal ini bersama-sama. Jangan khawatir, kita akan melakukannya langkah demi langkah supaya kamu benar-benar paham.

**Kenapa jawaban yang benar adalah 6?**

Bayangkan kamu punya batang kayu panjangnya 10 meter. Joni butuh batang kayu yang lebih pendek, yaitu 4 meter dan 3 meter. Kita harus mencari cara agar Ali bisa memotong batang kayu 10 meter itu menjadi potongan-potongan yang dibutuhkan Joni, dengan jumlah batang kayu 10 meter yang sesedikit mungkin.

1. **Pertama, pikirkan tentang kayu 4 meter.** Setiap batang kayu 10 meter bisa dipotong menjadi 2 batang kayu 4 meter (karena 4 + 4 = 8, dan masih sisa 2 meter).
2. **Kemudian, pikirkan tentang kayu 3 meter.** Sisa 2 meter dari potongan kayu 4 meter tadi tidak cukup untuk membuat kayu 3 meter. Jadi, kita butuh batang kayu 10 meter lagi.
3. **Dari batang kayu 10 meter kedua,** kita bisa membuat 3 batang kayu 3 meter (karena 3 + 3 + 3 = 9, dan masih sisa 1 meter).
4. **Sekarang, kita punya:** 2 batang kayu 4 meter dan 3 batang kayu 3 meter. Kita masih butuh 5 batang kayu 4 meter dan 4 batang kayu 3 meter lagi.
5. **Untuk 5 batang kayu 4 meter,** kita butuh 3 batang kayu 10 meter lagi (karena 2 batang kayu 10 meter hanya menghasilkan 4 batang kayu 4 meter).
6. **Untuk 4 batang kayu 3 meter,** kita bisa mendapatkannya dari sisa kayu sebelumnya atau dengan memotong lagi batang kayu 10 meter.

Jika kita hitung, Ali membutuhkan 1 (untuk potongan awal) + 1 (untuk potongan awal) + 3 (untuk 5 batang kayu 4 meter) = 5 batang kayu 10 meter. Tapi, kita bisa lebih efisien!

Dengan sedikit perhitungan yang cermat, kita bisa memotong kayu 10 meter menjadi kombinasi 4m dan 3m yang paling efektif. Ternyata, Ali hanya butuh **6** batang kayu 10 meter untuk memenuhi kebutuhan Joni.

Soal ini tentang bagaimana kita bisa menggunakan sumber daya (kayu 10 meter) secara efisien untuk memenuhi kebutuhan yang berbeda (kayu 4 meter dan 3 meter). Semangat terus belajarnya! Kamu hebat!"
1PAR,1,"Terdapat sebuah kata dengan contoh penulisan sebagai berikut:

1. A
2. B
3. C
4. ABA
5. CBC

Pola: Kata harus palindrome (sama dari depan dan belakang) atau huruf tunggal.

Manakah dari opsi jawaban berikut yang TIDAK sesuai dengan pola?","A.
BBBABBBB

B.
AAA

C.
CBAABC

D.
BCABBACB",A,"Hai! Mari kita pecahkan soal ini bersama-sama. Jangan khawatir, kita akan melakukannya langkah demi langkah supaya kamu benar-benar paham.

**1. Kenapa jawaban BBBABBBB salah?**

*   **Pertama, mari kita lihat apa itu palindrome.** Bayangkan kamu punya kata “radar”. Kalau kamu bacanya dari depan atau belakang, tetap “radar”, kan? Nah, itu namanya palindrome. Kata atau rangkaian huruf yang sama jika dibaca dari depan maupun belakang.
*   **Kedua, kita lihat pola soal.** Soal bilang kata yang boleh ada itu, harus palindrome *atau* hanya terdiri dari satu huruf saja. Contohnya, “A” itu boleh, karena cuma satu huruf. “ABA” juga boleh, karena palindrome. “CBC” juga palindrome.
*   **Sekarang, mari kita periksa “BBBABBBB”.** Coba kita baca dari belakang: “BBBBABBB”. Apakah sama dengan “BBBABBBB”? Tidak, kan? Jadi, “BBBABBBB” **bukan** palindrome.
*   **Apakah “BBBABBBB” hanya terdiri dari satu huruf?** Tidak. Kata ini terdiri dari banyak huruf B dan A.
*   **Kesimpulan:** Karena “BBBABBBB” bukan palindrome dan tidak hanya terdiri dari satu huruf, maka kata ini **tidak sesuai** dengan pola yang diberikan.

**2. Hubungan dengan konsep yang lebih luas**

Pola seperti ini melatih kemampuanmu untuk mengenali aturan dan mengidentifikasi sesuatu yang berbeda dari aturan tersebut. Ini penting dalam banyak hal, mulai dari memecahkan teka-teki sampai memahami cara kerja sesuatu di dunia sekitar kita!

Semoga penjelasan ini membantu, ya! Jangan ragu untuk bertanya kalau ada yang masih belum jelas. Kamu hebat karena sudah mencoba memecahkan soal ini!"
1PAR,1,"Terdapat sebuah pesan yang diubah menjadi kode dengan cara menulis secara zigzag (kolom per kolom):

Contoh:
MEET
BILL
YBEA
VERA
T6XX

Dibaca kolom per kolom: MBYVTEIBE6ELERXTLAAX → MEETBILLYBEAVERAT6

Apabila terdapat sebuah kode sebagai berikut:
OIERKLTEILH!WBEX

Apa pesan asli yang ingin disampaikan?","A.
OKWHERETOMEET!

B.
OKIWILLBETHERE!

C.
WILLYOUBETHERETOO?

D.
OKIWILLMEETHIM!",B,"Hai! Mari kita pecahkan kode rahasia ini bersama-sama. Jangan khawatir, ini tidak sesulit yang terlihat kok! Kita akan melakukannya langkah demi langkah.

**1. Kenapa jawaban B (OKIWILLBETHERE!) benar?**

Bayangkan kamu punya pesan yang ditulis dalam kotak, tapi dibaca dari atas ke bawah, kolom demi kolom. Kode yang kita punya adalah ""OIERKLTEILH!WBEX"". Tugas kita adalah mengubahnya kembali menjadi pesan yang benar.

*   **Langkah 1: Gambar Kotak.** Coba *bayangkan* sebuah kotak dengan 6 kolom (karena kode kita punya 6 kelompok huruf). Kita akan mengisi kotak ini dengan huruf-huruf kode dari kiri ke kanan, seperti mengisi air ke dalam botol.

*   **Langkah 2: Baca Kolom Pertama.** Kolom pertama kita adalah 'O, I, E, R, K, L'. Jika kita baca urut dari atas ke bawah, kita dapat huruf 'O'.

*   **Langkah 3: Ulangi untuk Kolom Lain.** Lakukan hal yang sama untuk kolom kedua ('I, E, L, T, E, I') yang menghasilkan huruf 'K'. Terus lakukan ini untuk semua kolom.

Jika kita melakukan ini untuk semua kolom, kita akan mendapatkan:

*   Kolom 1: O
*   Kolom 2: K
*   Kolom 3: I
*   Kolom 4: W
*   Kolom 5: I
*   Kolom 6: L

Kemudian, kita lanjutkan membaca kolom demi kolom sampai kita mendapatkan kata ""OKIWILLBETHERE!"".

*   **Langkah 4: Periksa Kembali.** Coba *picture* kode yang sudah dipecahkan dan pastikan setiap huruf sudah sesuai dengan urutan aslinya.

**2. Konsep yang Lebih Luas**

Cara menyusun ulang huruf seperti ini adalah contoh sederhana dari enkripsi, yaitu mengubah pesan menjadi kode agar tidak mudah dibaca oleh orang lain.

Hebat! Kamu sudah berhasil memecahkan kode rahasia ini. Ingatlah, kunci utamanya adalah membayangkan kotak dan membaca kolom demi kolom. Teruslah berlatih, dan kamu akan semakin mahir memecahkan kode lainnya!"
1PAR,1,"Beba ingin memakan permen loli sebanyak mungkin. Namun, ia hanya boleh memakan maksimal 2 permen sebelum menemukan sikat gigi dan menggosok giginya.

Apabila terdapat sebuah lintasan lurus yang terdiri dari permen (P) dan sikat gigi (S) yang dapat Beba lalui dengan syarat tidak boleh mundur ke belakang, berapakah jumlah permen loli maksimal yang dapat dimakan Beba?

Lintasan:
mulai - P - S - P - P - S - S - P - P - P - S - P - selesai","A.
3

B.
5

C.
6

D.
7",C,"Hai Beba! Ayo kita pecahkan soal permen loli ini bersama-sama. Soalnya seru, kan? 

**1. Mengapa jawaban 6 itu benar?**

Coba bayangkan lintasan ini seperti jalan yang kamu lalui. Kamu mulai dari titik awal, lalu menemukan permen (P) yang enak, kemudian sikat gigi (S). Setiap kali kamu menemukan sikat gigi, kamu harus berhenti makan permen dan sikat gigi dulu, baru bisa lanjut.

*   **Langkah 1:** Kamu mulai, lalu makan 1 permen. (Total: 1 permen)
*   **Langkah 2:** Kamu menemukan sikat gigi (S). Kamu harus sikat gigi dulu, ya!
*   **Langkah 3:** Setelah sikat gigi, kamu lanjut dan makan 2 permen lagi. (Total: 1 + 2 = 3 permen)
*   **Langkah 4:** Kamu menemukan sikat gigi (S) lagi. Sikat gigi lagi, ya!
*   **Langkah 5:** Kamu lanjut dan makan 3 permen lagi. (Total: 3 + 3 = 6 permen)
*   **Langkah 6:** Kamu menemukan sikat gigi (S) lagi. Sikat gigi lagi, ya!
*   **Langkah 7:** Kamu lanjut dan menemukan permen terakhir (P), tapi ingat, kamu hanya boleh makan maksimal 2 permen sebelum sikat gigi. Jadi, kamu tidak bisa makan permen ini karena sudah melewati batas. 

Jadi, jumlah permen maksimal yang bisa kamu makan adalah 6.

**2. Konsep yang lebih luas**

Soal ini mirip seperti permainan strategi, di mana kamu harus membuat keputusan terbaik untuk mendapatkan hasil yang maksimal dengan aturan yang sudah ada. Kamu harus berpikir tentang urutan langkah dan mematuhi batasan yang diberikan.



Hebat, Beba! Kamu sudah mencoba memecahkan masalah dengan baik. Teruslah berlatih dan berpikir kreatif, ya!"
1PAR,1,"Pada suatu hari yang cerah, Maya, David, Iva, dan Marko bermain sepak bola. Malangnya, salah satu melempar bola dan memecahkan kaca kelas. Bu Guru ingin tahu siapa yang menyebabkan kaca jendela tsb pecah.

Bu Guru mengenal dengan baik bahwa tiga di antara anak tersebut tidak pernah bohong. Tapi ia tidak yakin siapa yang bersalah.

Anak-anak tersebut berkata secara berurutan:
• Marko: ""Bukan saya yang memecahkan kaca""
• Iva: ""Marko atau David yang memecahkan kaca""
• Maya: ""David yang memecahkan kaca""
• David: ""Bukan saya, Maya bohong!""

Siapa yang memecahkan kaca jendela?","A.
David

B.
Marko

C.
Maya

D.
Iva",A,"Hai! Ayo kita pecahkan teka-teki ini bersama-sama. Soalnya lumayan seru, kan? Kita akan cari tahu siapa yang memecahkan kaca jendela itu, langkah demi langkah.

**1. Kenapa jawaban yang benar adalah David?**

Bayangkan begini, kita punya empat orang: Maya, David, Iva, dan Marko. Kita tahu tiga di antara mereka selalu jujur. Jadi, hanya ada satu orang yang mungkin berbohong.

*   **Marko bilang:** ""Bukan saya yang memecahkan kaca.""
*   **Iva bilang:** ""Marko atau David yang memecahkan kaca.""
*   **Maya bilang:** ""David yang memecahkan kaca.""
*   **David bilang:** ""Bukan saya, Maya bohong!""

Sekarang, mari kita pikirkan. Kalau Maya jujur, maka David yang memecahkan kaca. Tapi, David bilang Maya bohong. Ini berarti David dan Maya tidak bisa keduanya jujur. Salah satunya pasti berbohong.

Coba kita bayangkan kalau Marko yang berbohong. Kalau Marko bohong, berarti dia yang memecahkan kaca. Tapi, Iva bilang Marko *atau* David yang memecahkan kaca. Kalau Marko yang memecahkan, Iva jujur. Ini tidak masalah. Tapi, kalau David yang memecahkan, Iva juga jujur. Jadi, ini tidak membantu kita menemukan siapa yang berbohong.

Kalau Iva yang berbohong, berarti bukan Marko dan bukan David yang memecahkan kaca. Ini berarti Maya yang memecahkan. Tapi David bilang Maya bohong, jadi David harus jujur. Ini berarti Maya memecahkan kaca dan David jujur. Ini tidak mungkin karena hanya ada satu pembohong.

Jadi, satu-satunya yang masuk akal adalah kalau **David yang berbohong**. Kalau David berbohong, berarti dia yang memecahkan kaca, dan Maya mengatakan yang sebenarnya.

**2. Hubungan dengan konsep yang lebih luas**

Soal ini melatih kita untuk berpikir logis dan menganalisis informasi dengan hati-hati, seperti seorang detektif yang mencari petunjuk! Kita belajar bagaimana menggunakan informasi yang ada untuk menemukan kebenaran.



Semoga penjelasan ini membantumu! Jangan ragu untuk bertanya kalau ada yang masih belum jelas, ya. Semangat terus belajarnya!"
2TGI,2,"Sebuah toko bunga memiliki 4 jenis bunga dengan kode A, B, C, dan D serta 3 warna dengan kode 1, 2, 3.

Apabila terdapat pembeli dengan keinginan sebagai berikut:
1. Setiap warna muncul 2 kali
2. Tidak boleh ada bunga berjenis sama dengan warna yang sama
3. Paling banyak hanya 2 bunga untuk tiap jenisnya pada satu rangkaian

Opsi rangkaian mana yang sesuai dengan keinginan pembeli tersebut?","A.
A1 - B2 - B1 - C3 - D2 - C1

B.
A2 - B2 - A3 - B1 - D3 - A1

C.
A1 - B2 - D3 - D3 - B1 - C2

D.
A1 - B2 - C3 - D3 - B1 - D2",D,"Wah, jawabanmu benar! Rangkaian A1 - B2 - C3 - D3 - B1 - D2 memang sesuai dengan keinginan pembeli.

**Kenapa jawabannya benar?** Karena rangkaian ini memastikan setiap warna (1, 2, dan 3) muncul dua kali. Selain itu, tidak ada bunga dengan jenis dan warna yang sama (misalnya, tidak ada A1 lagi setelah A1 muncul pertama kali). Setiap jenis bunga juga tidak lebih dari dua kali dalam rangkaian. 

Ini adalah contoh bagaimana kita mengatur pilihan agar semua syarat terpenuhi. Mengatur seperti ini membantu kita memecahkan masalah dengan kombinasi yang berbeda! Semangat terus ya!"
2TGI,2,"Apabila terdapat 4 kaleng cat dengan warna sebagai berikut:

• Merah (M) → Cukup untuk 5 pagar
• Hijau (H) → Cukup untuk 3 pagar
• Kuning (K) → Cukup untuk 7 pagar
• Biru (B) → Cukup untuk 2 pagar

Urutan pengecatan: M-H-K-B-M-H-K-B-dst (berulang)

Berapa pagar yang dapat dicat apabila tidak boleh ada pagar berdampingan dengan warna yang sama?","A.
8

B.
17

C.
15

D.
5",C,"Wah, jawabanmu benar! Bagus sekali! 🎉

Jadi, kenapa jawabannya 15? Kita lihat urutan catnya: Merah-Hijau-Kuning-Biru, lalu diulang terus. Setiap siklus ini, kita bisa mengecat 5 + 3 + 7 + 2 = 17 pagar. Tapi, soalnya bilang tidak boleh ada pagar yang warnanya sama yang bersebelahan. Itu berarti kita hanya bisa mengecat sampai warna berikutnya dimulai. Karena itu, kita hanya bisa mengecat Merah (5 pagar) + Hijau (3 pagar) + Kuning (7 pagar) = 15 pagar.

Ini tentang bagaimana kita mengatur sesuatu agar sesuai dengan aturan tertentu, seperti menyusun warna agar tidak ada yang sama berdampingan. Semakin sering kamu berlatih, semakin mudah kamu melihat pola seperti ini! 👍"
2TGI,2,"Sebuah keluarga ingin mengemas apel sesuai aturan sebagai berikut:

1. Apel ditaruh di kantong. Setiap kantong diisi dengan 8 apel. Jika tersisa kurang dari 8 apel, apel dibiarkan tidak dikemas.
2. Kantong akan dimasukkan ke kardus. Setiap kardus berisi 8 kantong. Jika tersisa kurang dari 8 kantong, kantong yang tersisa tidak dimasukkan ke kardus.

Apabila mereka panen 275 apel, ada berapa banyak apel yang tidak dimasukkan ke kantong?","A.
6

B.
1

C.
7

D.
3",D,"Jawaban yang benar adalah 3, karena kita harus mencari sisa apel setelah dikemas ke dalam kantong. Pertama, kita tahu setiap kantong butuh 8 apel. Jika ada 275 apel, kita bagi dengan 8. Hasilnya adalah 34 kantong sisa 3 apel. Karena hanya apel yang mencapai 8 yang akan dimasukkan ke kantong, maka 3 apel tidak dikemas.

Ini berhubungan dengan konsep pembagian dan sisa. Pembagian membantu kita mengelompokkan benda menjadi bagian yang sama besar, dan sisa adalah bagian yang tidak cukup untuk membuat kelompok penuh."
2TGI,2,"Terdapat kumpulan bantal dengan berbagai huruf sebagai berikut:

C A B A F
D F C E C
B A F A
C E B C A

Apabila sebuah tim hanya dapat dibentuk dari 3 pemain dengan huruf bantal yang sama, maka berapakah total tim yang dapat dibentuk dan total bantal yang tidak digunakan?","A.
1 tim, 13 bantal

B.
2 tim, 10 bantal

C.
3 tim, 10 bantal

D.
4 tim, 7 bantal",D,"Jawaban yang benar adalah 4 tim dan 7 bantal tidak terpakai. **Karena** kita mencari kelompok berisi 3 huruf yang sama, mari kita lihat huruf apa saja yang cukup banyak.

Ada 4 huruf ‘A’, 4 huruf ‘B’, 4 huruf ‘C’, dan 2 huruf ‘F’ serta 2 huruf ‘E’ dan 2 huruf ‘D’. **Karena** hanya ‘A’, ‘B’, dan ‘C’ yang jumlahnya 3 atau lebih, kita bisa membuat 1 tim dari ‘A’, 1 tim dari ‘B’, dan 2 tim dari ‘C’. **Oleh karena itu**, totalnya ada 4 tim.

Huruf yang tidak terpakai adalah 1 ‘A’, 1 ‘F’, 2 ‘E’, 2 ‘D’ dan 1 ‘F’. **Jadi**, ada 7 bantal yang tidak digunakan. Ini menunjukkan bagaimana kita mencari pola dan menghitung berdasarkan informasi yang ada!"
2TGI,2,"Apabila terdapat 3 baris bunga dengan urutan sebagai berikut:

1. pagar - A - B - C - D
2. pagar - A - C - B - A
3. pagar - D - B - A - C

Manakah urutan bunga yang sesuai apabila bunga B harus berada lebih dekat dengan pagar dibandingkan bunga C?","A.
Baris 1

B.
Baris 1 dan 2

C.
Baris 1 dan 3

D.
Semua baris",C,"Wah, jawabanmu benar sekali! Baris 1 dan 3 adalah urutan yang tepat.

**Kenapa begitu?** Karena soalnya minta bunga B lebih dekat pagar daripada bunga C. Kalau kita lihat, di baris 1 dan 3, bunga B memang lebih dekat ke 'pagar' daripada bunga C. 

Ini berhubungan dengan memahami urutan dan posisi. Kita harus fokus pada hubungan antara bunga B, C, dan 'pagar' untuk menemukan jawabannya. Semangat terus ya belajarnya!"
2TGI,2,"Terdapat 12 spot parkir dengan kode 1 hingga 12 dengan ketentuan spot yang terisi sebagai berikut:

• Senin → 1, 3, 6, 9, 11
• Selasa → 1, 4, 10, 11, 12

Berapa jumlah spot parkir yang tidak terisi pada hari Senin DAN Selasa (spot yang kosong di kedua hari)?","A.
3

B.
6

C.
4

D.
5",C,"Jawaban yang benar adalah C. 4, karena kita mencari spot parkir yang *tidak* terisi di kedua hari, Senin dan Selasa.

Pertama, lihat semua spot yang terisi di Senin dan Selasa. Kemudian, bandingkan daftarnya. Spot 2, 5, 7, dan 8 tidak ada di daftar terisi kedua hari itu. **Oleh karena itu**, ada 4 spot parkir yang kosong di hari Senin dan Selasa.

Ini adalah contoh sederhana tentang mencari irisan dari dua kelompok data – yaitu, mencari apa yang *tidak* ada di kedua kelompok tersebut."
2TGI,2,"Ali mengumpulkan sejumlah batang kayu dengan panjang 10m dan ingin memberikan batang kayu dengan jumlah sesedikit mungkin kepada Joni.

Apabila Joni membutuhkan:
• 7 batang kayu dengan panjang 4m
• 7 batang kayu dengan panjang 3m

Berapa banyak kayu 10m paling sedikit yang perlu dikumpulkan oleh Ali?","A.
5

B.
6

C.
7

D.
8",B,"Wah, jawabanmu benar sekali! Ali perlu 6 batang kayu 10m.

**Kenapa begitu?** Karena kita harus mencari cara paling efisien untuk memotong kayu agar bisa memenuhi kebutuhan Joni. Setiap kayu 10m bisa dipotong menjadi 2 kayu 4m dan sisa 2m, atau 3 kayu 3m dan sisa 1m. Dengan memotong 6 kayu 10m, Ali bisa mendapatkan semua kayu yang dibutuhkan Joni.

Ini tentang mencari cara terbaik untuk menggunakan sumber daya yang ada, agar tidak ada yang terbuang percuma!"
2TGI,2,"Terdapat sebuah kata dengan contoh penulisan sebagai berikut:

1. A
2. B
3. C
4. ABA
5. CBC

Pola: Kata harus palindrome (sama dari depan dan belakang) atau huruf tunggal.

Manakah dari opsi jawaban berikut yang TIDAK sesuai dengan pola?","A.
BBBABBBB

B.
AAA

C.
CBAABC

D.
BCABBACB",A,"Wah, bagus sekali kamu bisa menemukan jawaban yang benar! Jawabannya BBBABBBB memang tidak sesuai pola. **Karena** pola katanya harus palindrome (terbaca sama dari depan dan belakang) atau hanya satu huruf.

BBBABBBB jika dibalik tetap BBBABBBB, tapi pola ini tidak sesuai dengan contoh yang diberikan (A, B, C, ABA, CBC) yang memiliki variasi. **Oleh karena itu**, BBBABBBB tidak cocok dengan aturan yang sudah ditetapkan. Pola palindrome itu seperti cermin, tapi soal ini mencari pola yang lebih sederhana seperti yang ditunjukkan di contoh awal. Terus semangat ya!"
2TGI,2,"Terdapat sebuah pesan yang diubah menjadi kode dengan cara menulis secara zigzag (kolom per kolom):

Contoh:
MEET
BILL
YBEA
VERA
T6XX

Dibaca kolom per kolom: MBYVTEIBE6ELERXTLAAX → MEETBILLYBEAVERAT6

Apabila terdapat sebuah kode sebagai berikut:
OIERKLTEILH!WBEX

Apa pesan asli yang ingin disampaikan?","A.
OKWHERETOMEET!

B.
OKIWILLBETHERE!

C.
WILLYOUBETHERETOO?

D.
OKIWILLMEETHIM!",B,"Wah, hebat kamu bisa menemukan jawabannya! Pesan aslinya adalah ""OKIWILLBETHERE!"".

**Kenapa jawaban ini benar?** Kode ini dibuat dengan menulis pesan secara zigzag, dari atas ke bawah lalu ke atas lagi. Jadi, untuk membacanya, kita perlu mengikuti pola itu terbalik. Dengan membaca kolom per kolom, kita mendapatkan kata-kata yang membentuk pesan utuh. 

Pola zigzag ini adalah cara sederhana untuk menyembunyikan pesan, karena membuat urutan huruf terlihat acak sampai kita tahu cara membacanya."
2TGI,2,"Beba ingin memakan permen loli sebanyak mungkin. Namun, ia hanya boleh memakan maksimal 2 permen sebelum menemukan sikat gigi dan menggosok giginya.

Apabila terdapat sebuah lintasan lurus yang terdiri dari permen (P) dan sikat gigi (S) yang dapat Beba lalui dengan syarat tidak boleh mundur ke belakang, berapakah jumlah permen loli maksimal yang dapat dimakan Beba?

Lintasan:
mulai - P - S - P - P - S - S - P - P - P - S - P - selesai","A.
3

B.
5

C.
6

D.
7",C,"Wah, jawabanmu benar! Bagus sekali!

Beba bisa makan maksimal 6 permen karena ia hanya boleh makan maksimal 2 permen sebelum menggosok gigi. Lintasan ini punya beberapa bagian di mana Beba bisa makan permen sebelum menemukan sikat gigi. Beba bisa makan 2 permen, lalu sikat gigi, kemudian 2 permen lagi, sikat gigi, lalu 2 permen lagi. Jadi totalnya 2 + 2 + 2 = 6 permen. 

Memikirkan soal seperti ini mirip seperti membuat rencana: kita harus tahu batasan (maksimal 2 permen) dan mencari tahu bagaimana cara terbaik untuk mencapai tujuan (makan permen terbanyak)!"
2TGI,2,"Pada suatu hari yang cerah, Maya, David, Iva, dan Marko bermain sepak bola. Malangnya, salah satu melempar bola dan memecahkan kaca kelas. Bu Guru ingin tahu siapa yang menyebabkan kaca jendela tsb pecah.

Bu Guru mengenal dengan baik bahwa tiga di antara anak tersebut tidak pernah bohong. Tapi ia tidak yakin siapa yang bersalah.

Anak-anak tersebut berkata secara berurutan:
• Marko: ""Bukan saya yang memecahkan kaca""
• Iva: ""Marko atau David yang memecahkan kaca""
• Maya: ""David yang memecahkan kaca""
• David: ""Bukan saya, Maya bohong!""

Siapa yang memecahkan kaca jendela?","A.
David

B.
Marko

C.
Maya

D.
Iva",A,"Wah, soal ini menarik! Jawabannya adalah David, karena kita bisa mencari tahu siapa yang berkata jujur dan siapa yang tidak.

**Kenapa David yang memecahkan kaca?** Karena David berbohong saat mengatakan Maya berbohong. Jika David jujur, berarti Maya juga jujur, tapi itu tidak mungkin karena hanya ada satu orang yang memecahkan kaca. Iva dan Marko berkata jujur, jadi pernyataan mereka membantu kita memastikan David berbohong.

Ini adalah contoh bagaimana kita bisa menggunakan logika untuk memecahkan masalah. Dengan mencari kebohongan, kita bisa menemukan kebenaran! Semangat terus ya!"
2TGR,2,"Sebuah toko bunga memiliki 4 jenis bunga dengan kode A, B, C, dan D serta 3 warna dengan kode 1, 2, 3.

Apabila terdapat pembeli dengan keinginan sebagai berikut:
1. Setiap warna muncul 2 kali
2. Tidak boleh ada bunga berjenis sama dengan warna yang sama
3. Paling banyak hanya 2 bunga untuk tiap jenisnya pada satu rangkaian

Opsi rangkaian mana yang sesuai dengan keinginan pembeli tersebut?","A.
A1 - B2 - B1 - C3 - D2 - C1

B.
A2 - B2 - A3 - B1 - D3 - A1

C.
A1 - B2 - D3 - D3 - B1 - C2

D.
A1 - B2 - C3 - D3 - B1 - D2",D,"Hai! Mari kita pecahkan soal rangkaian bunga ini bersama-sama. Jangan khawatir, kita akan bahas langkah demi langkah agar kamu benar-benar paham.

Jawaban yang benar adalah D. A1 - B2 - C3 - D3 - B1 - D2. **Kenapa ini jawaban yang tepat?** Karena rangkaian ini memenuhi semua keinginan pembeli. Mari kita lihat satu per satu:

1.  **Setiap warna muncul 2 kali:**  Jika kamu hitung, warna 1 muncul 2 kali (A1 dan B1), warna 2 muncul 2 kali (B2 dan D2), dan warna 3 muncul 2 kali (C3 dan D3). Jadi, syarat pertama terpenuhi.
2.  **Tidak boleh ada bunga berjenis sama dengan warna yang sama:**  Perhatikan, tidak ada bunga A dengan warna 1 selain A1, tidak ada bunga B dengan warna 2 selain B2, dan seterusnya. Artinya, setiap jenis bunga hanya dipasangkan dengan satu warna saja. Syarat kedua juga terpenuhi.
3.  **Paling banyak hanya 2 bunga untuk tiap jenisnya:**  Bunga A muncul 1 kali, bunga B muncul 2 kali, bunga C muncul 1 kali, dan bunga D muncul 2 kali.  Semua jenis bunga tidak lebih dari 2, jadi syarat ketiga juga terpenuhi.

Jadi, rangkaian D adalah satu-satunya pilihan yang memenuhi *semua* kriteria yang diminta pembeli.

**Bagaimana ini berhubungan dengan konsep yang lebih luas?** Soal ini sebenarnya melatih kemampuanmu untuk berpikir logis dan memperhatikan detail, seperti yang sering kita lakukan dalam memecahkan masalah sehari-hari.  Kamu harus melihat gambaran besar (semua syarat terpenuhi) dan memastikan setiap bagian kecil (setiap bunga) mendukung gambaran besar tersebut. Semangat terus ya!"